,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
0,0.5499999999999998,0.4691358024691359,0.5531914893617021,0.9392523364485982,0.5357142857142858,0.5512820512820512,0.6367521367521368,0.9353535353535278,0.24324324324324342,0.4259259259259259,0.06896551724137923,6
1,0.3749999999999998,0.54320987654321,0.5106382978723405,0.04672897196261683,0.6071428571428572,0.15384615384615385,0.47435897435897445,0.4639730639730715,0.6486486486486487,0.49999999999999994,0.18965517241379293,6
2,0.8249999999999997,0.49382716049382736,0.6382978723404256,0.294392523364486,0.625,0.3589743589743589,0.3247863247863248,0.5380471380471334,0.5945945945945943,0.4074074074074074,0.2931034482758619,6
3,0.5999999999999999,0.37037037037037046,0.46808510638297873,0.36915887850467294,0.767857142857143,0.5769230769230769,0.7051282051282052,0.5717171717171823,0.5000000000000004,0.3333333333333333,0.2586206896551724,6
4,0.5999999999999999,0.37037037037037046,0.46808510638297873,0.36915887850467294,0.767857142857143,0.5769230769230769,0.7051282051282052,0.5717171717171823,0.5000000000000004,0.3333333333333333,0.2586206896551724,6
5,0.8249999999999997,0.49382716049382736,0.6382978723404256,0.294392523364486,0.625,0.3589743589743589,0.3247863247863248,0.5380471380471334,0.5945945945945943,0.4074074074074074,0.2931034482758619,6
6,0.34999999999999987,0.5925925925925927,0.1276595744680851,0.2990654205607477,0.5357142857142858,0.3589743589743589,0.4914529914529915,0.5245791245791338,0.4864864864864864,0.46296296296296285,0.2068965517241379,6
7,0.5499999999999998,0.4691358024691359,0.5531914893617021,0.9392523364485982,0.5357142857142858,0.5512820512820512,0.6367521367521368,0.9353535353535278,0.24324324324324342,0.4259259259259259,0.06896551724137923,6
8,0.3749999999999998,0.54320987654321,0.5106382978723405,0.04672897196261683,0.6071428571428572,0.15384615384615385,0.47435897435897445,0.4639730639730715,0.6486486486486487,0.49999999999999994,0.18965517241379293,6
9,0.8249999999999997,0.3456790123456791,0.7021276595744681,0.042056074766355145,0.5178571428571428,0.3333333333333333,0.46153846153846156,0.4505050505050576,0.5405405405405408,0.4259259259259259,0.4482758620689655,6
10,0.8249999999999997,0.4691358024691359,0.6595744680851063,0.039719626168224303,0.32142857142857145,0.11538461538461539,0.17948717948717952,0.24848484848484986,0.22972972972973027,0.6296296296296295,0.6206896551724139,5
11,0.9499999999999997,0.37037037037037046,0.6382978723404256,0.16822429906542058,0.35714285714285726,0.19230769230769232,0.3760683760683761,0.51111111111112,0.4324324324324329,0.574074074074074,0.22413793103448265,5
12,0.7749999999999999,0.2469135802469136,0.574468085106383,0.028037383177570097,0.44642857142857145,0.1794871794871795,0.23076923076923078,0.32929292929293297,0.4864864864864864,0.7592592592592591,0.413793103448276,5
13,0.44999999999999973,0.19753086419753088,0.6382978723404256,0.042056074766355145,0.5178571428571428,0.5897435897435898,0.5213675213675214,0.27542087542087756,0.9729729729729732,0.5555555555555556,0.6896551724137934,7
15,0.44999999999999973,0.2222222222222223,0.5957446808510638,0.042056074766355145,0.30357142857142866,0.3333333333333333,0.38888888888888895,0.2888888888888914,0.5810810810810811,0.6111111111111109,0.517241379310345,7
18,0.6499999999999999,0.6419753086419755,0.6808510638297872,0.02336448598130842,0.32142857142857145,0.19230769230769232,0.6410256410256411,0.3090909090909122,0.4054054054054057,0.574074074074074,0.5000000000000002,6
19,0.4249999999999998,0.5679012345679013,0.08510638297872344,0.3224299065420561,0.5178571428571428,0.41025641025641024,0.4786324786324787,0.5649831649831754,0.5405405405405408,0.5185185185185184,0.18965517241379293,5
21,0.3999999999999999,0.5679012345679013,0.5957446808510638,0.1074766355140187,0.41071428571428575,0.21794871794871795,0.3461538461538462,0.27542087542087756,0.47297297297297325,0.24074074074074064,0.4482758620689655,7
22,0.4999999999999998,0.44444444444444453,0.6808510638297872,0.05140186915887851,0.6071428571428572,0.5,0.43162393162393164,0.3966329966330022,0.8783783783783785,0.48148148148148134,0.3620689655172413,8
24,0.44999999999999973,0.4691358024691359,0.6595744680851063,0.03271028037383178,0.6607142857142858,0.1794871794871795,0.5170940170940171,0.5380471380471334,0.810810810810811,0.46296296296296285,0.2758620689655171,6
25,0.5499999999999998,0.4197530864197532,0.46808510638297873,0.39252336448598135,0.5535714285714286,0.6923076923076923,0.9572649572649573,0.5649831649831754,0.5810810810810811,0.5185185185185184,0.3448275862068966,6
26,0.5249999999999999,0.3950617283950618,0.5319148936170213,0.01869158878504673,0.6607142857142858,0.423076923076923,0.5341880341880343,0.3966329966330022,0.8513513513513513,0.4074074074074074,0.2758620689655171,6
27,0.5499999999999998,0.49382716049382736,0.6170212765957447,0.37850467289719625,0.6428571428571428,0.3846153846153846,0.5128205128205129,0.6053872053872027,0.7567567567567566,0.574074074074074,0.3620689655172413,6
28,0.6499999999999999,0.4691358024691359,0.8085106382978723,0.02336448598130842,0.5714285714285714,0.19230769230769232,0.47435897435897445,0.2888888888888914,0.5000000000000004,0.49999999999999994,0.5517241379310345,6
29,0.5999999999999999,0.5925925925925927,0.5531914893617021,0.06542056074766356,0.32142857142857145,0.4487179487179487,0.39743589743589747,0.235016835016836,0.3783783783783785,0.9074074074074072,0.6724137931034486,7
30,0.9249999999999998,0.3950617283950618,0.6170212765957447,0.4579439252336449,0.5178571428571428,0.23076923076923075,0.5170940170940171,0.6929292929292927,0.5135135135135136,0.574074074074074,0.2758620689655171,6
31,0.875,0.14814814814814822,0.5106382978723405,0.02336448598130842,0.48214285714285726,0.0641025641025641,0.1111111111111111,0.4235690235690157,0.8783783783783785,0.3333333333333333,0.31034482758620663,6
32,0.6499999999999999,0.4197530864197532,0.5531914893617021,0.06775700934579439,0.625,0.37179487179487175,0.33760683760683763,0.32929292929293297,0.5000000000000004,0.4074074074074074,0.413793103448276,6
33,0.34999999999999987,0.09876543209876545,0.5106382978723405,0.042056074766355145,0.5357142857142858,0.5256410256410255,0.41025641025641024,0.45723905723906455,0.810810810810811,0.537037037037037,0.10344827586206895,6
34,0.25,0.4691358024691359,0.2127659574468085,0.6705607476635514,0.5178571428571428,0.2564102564102564,0.6752136752136753,0.6121212121212096,0.7432432432432434,0.27777777777777773,0.31034482758620663,5
36,0.4249999999999998,0.7654320987654323,0.27659574468085113,0.22429906542056077,0.6428571428571428,0.2948717948717948,0.5470085470085471,0.4235690235690157,0.567567567567568,0.24074074074074064,0.2758620689655171,5
37,0.5499999999999998,0.6172839506172841,0.46808510638297873,0.028037383177570097,0.6785714285714286,0.4615384615384615,0.5,0.235016835016836,0.41891891891891886,0.1111111111111111,0.482758620689655,6
38,0.6249999999999998,0.3950617283950618,0.6170212765957447,0.8107476635514019,0.7500000000000002,0.5512820512820512,0.5470085470085471,0.8612794612794659,0.5270270270270268,0.25925925925925913,0.0344827586206895,5
39,0.6249999999999998,0.3950617283950618,0.6170212765957447,0.8107476635514019,0.7500000000000002,0.5512820512820512,0.5470085470085471,0.8612794612794659,0.5270270270270268,0.25925925925925913,0.0344827586206895,5
42,0.5499999999999998,0.5679012345679013,0.34042553191489366,0.31775700934579443,0.9642857142857144,0.3333333333333333,0.594017094017094,0.5582491582491542,0.41891891891891886,0.44444444444444436,0.24137931034482762,6
43,0.44999999999999973,0.3950617283950618,0.36170212765957455,0.03738317757009346,0.7500000000000002,0.3974358974358974,0.5598290598290598,0.4235690235690157,0.5405405405405408,0.6296296296296295,0.18965517241379293,6
44,0.47499999999999987,0.37037037037037046,0.34042553191489366,0.03738317757009346,0.8035714285714286,0.3974358974358974,0.5683760683760685,0.4235690235690157,0.567567567567568,0.6296296296296295,0.18965517241379293,6
45,0.6499999999999999,0.2469135802469136,0.44680851063829785,0.03738317757009346,0.767857142857143,0.4615384615384615,0.6239316239316239,0.40336700336700915,0.4594594594594601,0.574074074074074,0.2758620689655171,7
46,0.34999999999999987,0.9135802469135805,0.34042553191489366,0.17757009345794397,0.8571428571428572,0.782051282051282,0.7905982905982907,0.4639730639730715,0.6081081081081083,0.5555555555555556,0.24137931034482762,4
47,0.34999999999999987,0.9382716049382718,0.3191489361702128,0.17757009345794397,0.9107142857142858,0.7692307692307692,0.7948717948717949,0.45723905723906455,0.5810810810810811,0.5555555555555556,0.24137931034482762,5
48,0.5499999999999998,0.5679012345679013,0.34042553191489366,0.31775700934579443,0.9642857142857144,0.3333333333333333,0.594017094017094,0.5582491582491542,0.41891891891891886,0.44444444444444436,0.24137931034482762,6
49,0.5249999999999999,0.27160493827160503,0.5319148936170213,0.20560747663551404,0.9285714285714288,0.3846153846153846,0.5512820512820513,0.5313131313131407,0.7297297297297294,0.48148148148148134,0.24137931034482762,5
50,0.5999999999999999,0.27160493827160503,0.44680851063829785,0.04672897196261683,0.8392857142857144,0.37179487179487175,0.6495726495726496,0.3090909090909122,0.7162162162162162,0.4074074074074074,0.5689655172413792,6
51,0.44999999999999973,0.4197530864197532,0.4042553191489361,0.02336448598130842,0.9464285714285716,0.47435897435897434,0.44017094017094016,0.2888888888888914,0.7027027027027022,0.6666666666666665,0.4482758620689655,7
52,0.34999999999999987,0.19753086419753088,0.4893617021276596,0.02336448598130842,0.7500000000000002,0.24358974358974358,0.2606837606837607,0.2619528619528637,0.6756756756756759,0.44444444444444436,0.4310344827586208,7
53,0.3999999999999999,0.2469135802469136,0.5319148936170213,0.01869158878504673,0.5357142857142858,0.47435897435897434,0.3717948717948718,0.26868686868687064,0.6621621621621618,0.24074074074074064,0.4310344827586208,6
55,0.5249999999999999,0.4197530864197532,0.5319148936170213,0.03271028037383178,0.42857142857142855,0.34615384615384615,0.7264957264957266,0.24848484848484986,0.41891891891891886,0.5555555555555556,0.4482758620689655,6
56,0.5999999999999999,0.32098765432098775,0.5106382978723405,0.5280373831775702,0.49999999999999994,0.4487179487179487,0.8205128205128206,0.6121212121212096,0.36486486486486447,0.5185185185185184,0.2068965517241379,6
57,0.2999999999999998,0.27160493827160503,0.34042553191489366,0.5514018691588786,0.5892857142857144,0.6153846153846153,0.5384615384615385,0.6794612794612789,0.6486486486486487,0.25925925925925913,0.0862068965517242,6
58,0.44999999999999973,0.7407407407407409,0.10638297872340421,0.18691588785046728,0.5178571428571428,0.2948717948717948,0.2435897435897436,0.40336700336700915,0.39189189189189166,0.2962962962962962,0.31034482758620663,6
59,0.6499999999999999,0.2962962962962964,0.5531914893617021,0.028037383177570097,0.41071428571428575,0.5384615384615384,0.38461538461538464,0.3696969696969745,0.7297297297297294,0.22222222222222227,0.2586206896551724,6
61,0.2999999999999998,0.27160493827160503,0.34042553191489366,0.5514018691588786,0.5892857142857144,0.6153846153846153,0.5384615384615385,0.6794612794612789,0.6486486486486487,0.25925925925925913,0.0862068965517242,6
63,0.44999999999999973,0.7407407407407409,0.10638297872340421,0.18691588785046728,0.5178571428571428,0.2948717948717948,0.2435897435897436,0.40336700336700915,0.39189189189189166,0.2962962962962962,0.31034482758620663,6
